ngay_ban,san_pham,khu_vuc,so_cuoc_goi,thoi_gian_trung_binh,so_luong_ban,camera_truoc,ram,the_nho,dung_luong_pin,man_hinh_rong,don_gia
2019-01-18,Vivo V19 Neo,Bắc Ninh,692,414,7373,32,8,256,4500,6.44,6490000
2019-01-19,Vivo V19 Neo,Bắc Ninh,1068,310,4697,32,8,256,4500,6.44,6490000
2018-03-29,Vivo V19 Neo,Bắc Ninh,1203,629,7194,32,8,256,4500,6.44,6490000
2018-03-30,Vivo V19 Neo,Bắc Ninh,418,481,6588,32,8,256,4500,6.44,6490000
2018-03-31,Vivo V19 Neo,Bắc Ninh,720,518,7814,32,8,256,4500,6.44,6490000
2018-04-01,Vivo V19 Neo,Bắc Ninh,812,565,5864,32,8,256,4500,6.44,6490000
2018-04-02,Vivo V19 Neo,Bắc Ninh,1081,330,3991,32,8,256,4500,6.44,6490000
2018-04-03,Vivo V19 Neo,Bắc Ninh,406,570,4604,32,8,256,4500,6.44,6490000
2018-04-04,Vivo V19 Neo,Bắc Ninh,665,571,3231,32,8,256,4500,6.44,6490000
2018-04-05,Vivo V19 Neo,Bắc Ninh,912,461,5635,32,8,256,4500,6.44,6490000
2018-04-06,Vivo V19 Neo,Bắc Ninh,309,292,6072,32,8,256,4500,6.44,6490000
2018-04-07,Vivo V19 Neo,Bắc Ninh,542,340,6623,32,8,256,4500,6.44,6490000
2018-04-08,Vivo V19 Neo,Bắc Ninh,959,305,3727,32,8,256,4500,6.44,6490000
2018-04-09,Vivo V19 Neo,Bắc Ninh,1009,545,8109,32,8,256,4500,6.44,6490000
2018-04-10,Vivo V19 Neo,Bắc Ninh,834,520,3218,32,8,256,4500,6.44,6490000
2018-04-11,Vivo V19 Neo,Bắc Ninh,457,641,3043,32,8,256,4500,6.44,6490000
2018-04-12,Vivo V19 Neo,Bắc Ninh,1239,503,3764,32,8,256,4500,6.44,6490000
2018-04-13,Vivo V19 Neo,Bắc Ninh,650,283,6806,32,8,256,4500,6.44,6490000
2018-04-14,Vivo V19 Neo,Bắc Ninh,1212,534,6317,32,8,256,4500,6.44,6490000
2018-04-15,Vivo V19 Neo,Bắc Ninh,499,423,6016,32,8,256,4500,6.44,6490000
2018-04-16,Vivo V19 Neo,Bắc Ninh,862,390,4242,32,8,256,4500,6.44,6490000
2018-04-17,Vivo V19 Neo,Bắc Ninh,781,377,6437,32,8,256,4500,6.44,6490000
2018-04-18,Vivo V19 Neo,Bắc Ninh,809,470,5999,32,8,256,4500,6.44,6490000
2018-04-19,Vivo V19 Neo,Bắc Ninh,963,404,5947,32,8,256,4500,6.44,6490000
2018-04-20,Vivo V19 Neo,Bắc Ninh,315,528,4530,32,8,256,4500,6.44,6490000
2018-04-21,Vivo V19 Neo,Bắc Ninh,1232,553,4659,32,8,256,4500,6.44,6490000
2018-04-22,Vivo V19 Neo,Bắc Ninh,1023,563,4894,32,8,256,4500,6.44,6490000
2018-04-23,Vivo V19 Neo,Bắc Ninh,727,489,3148,32,8,256,4500,6.44,6490000
2018-04-24,Vivo V19 Neo,Bắc Ninh,738,602,6168,32,8,256,4500,6.44,6490000
2018-04-25,Vivo V19 Neo,Bắc Ninh,548,522,5270,32,8,256,4500,6.44,6490000
2018-04-26,Vivo V19 Neo,Bắc Ninh,336,370,5534,32,8,256,4500,6.44,6490000
2018-04-27,Vivo V19 Neo,Bắc Ninh,1295,446,7260,32,8,256,4500,6.44,6490000
2018-04-28,Vivo V19 Neo,Bắc Ninh,394,400,5445,32,8,256,4500,6.44,6490000
2018-04-29,Vivo V19 Neo,Bắc Ninh,721,400,7284,32,8,256,4500,6.44,6490000
2018-04-30,Vivo V19 Neo,Bắc Ninh,716,256,8887,32,8,256,4500,6.44,6490000
2018-05-01,Vivo V19 Neo,Bắc Ninh,1118,415,4062,32,8,256,4500,6.44,6490000
2018-05-02,Vivo V19 Neo,Bắc Ninh,1048,452,6218,32,8,256,4500,6.44,6490000
2018-05-03,Vivo V19 Neo,Bắc Ninh,1196,337,5555,32,8,256,4500,6.44,6490000
2018-05-04,Vivo V19 Neo,Bắc Ninh,1038,459,7278,32,8,256,4500,6.44,6490000
2018-05-05,Vivo V19 Neo,Bắc Ninh,442,468,6775,32,8,256,4500,6.44,6490000
2018-05-06,Vivo V19 Neo,Bắc Ninh,643,538,6171,32,8,256,4500,6.44,6490000
2018-05-07,Vivo V19 Neo,Bắc Ninh,870,649,5785,32,8,256,4500,6.44,6490000
2018-05-08,Vivo V19 Neo,Bắc Ninh,921,622,5179,32,8,256,4500,6.44,6490000
2018-05-09,Vivo V19 Neo,Bắc Ninh,773,301,6610,32,8,256,4500,6.44,6490000
2018-05-10,Vivo V19 Neo,Bắc Ninh,1167,455,4900,32,8,256,4500,6.44,6490000
2018-05-11,Vivo V19 Neo,Bắc Ninh,502,334,7880,32,8,256,4500,6.44,6490000
2018-05-12,Vivo V19 Neo,Bắc Ninh,622,620,5684,32,8,256,4500,6.44,6490000
2018-05-13,Vivo V19 Neo,Bắc Ninh,423,268,3573,32,8,256,4500,6.44,6490000
2018-05-14,Vivo V19 Neo,Bắc Ninh,1255,639,5237,32,8,256,4500,6.44,6490000
2018-05-15,Vivo V19 Neo,Bắc Ninh,716,306,8060,32,8,256,4500,6.44,6490000
2018-05-16,Vivo V19 Neo,Bắc Ninh,828,621,7456,32,8,256,4500,6.44,6490000
2018-05-17,Vivo V19 Neo,Bắc Ninh,497,558,6668,32,8,256,4500,6.44,6490000
2018-05-18,Vivo V19 Neo,Bắc Ninh,759,326,7488,32,8,256,4500,6.44,6490000
2018-05-19,Vivo V19 Neo,Bắc Ninh,1137,545,4387,32,8,256,4500,6.44,6490000
2018-05-20,Vivo V19 Neo,Bắc Ninh,1066,444,7118,32,8,256,4500,6.44,6490000
2018-05-21,Vivo V19 Neo,Bắc Ninh,613,381,4635,32,8,256,4500,6.44,6490000
2018-05-22,Vivo V19 Neo,Bắc Ninh,1069,443,6623,32,8,256,4500,6.44,6490000
2018-05-23,Vivo V19 Neo,Bắc Ninh,472,624,3295,32,8,256,4500,6.44,6490000
2018-05-24,Vivo V19 Neo,Bắc Ninh,730,272,5436,32,8,256,4500,6.44,6490000
2018-05-25,Vivo V19 Neo,Bắc Ninh,348,337,4320,32,8,256,4500,6.44,6490000
2018-05-26,Vivo V19 Neo,Bắc Ninh,818,463,4403,32,8,256,4500,6.44,6490000
2018-05-27,Vivo V19 Neo,Bắc Ninh,1202,483,4965,32,8,256,4500,6.44,6490000
2018-05-28,Vivo V19 Neo,Bắc Ninh,1013,293,8541,32,8,256,4500,6.44,6490000
2018-05-29,Vivo V19 Neo,Bắc Ninh,1294,469,5510,32,8,256,4500,6.44,6490000
2018-05-30,Vivo V19 Neo,Bắc Ninh,1135,506,6370,32,8,256,4500,6.44,6490000
2018-05-31,Vivo V19 Neo,Bắc Ninh,801,543,3039,32,8,256,4500,6.44,6490000
2018-06-01,Vivo V19 Neo,Bắc Ninh,664,448,4341,32,8,256,4500,6.44,6490000
2018-06-02,Vivo V19 Neo,Bắc Ninh,1042,387,5323,32,8,256,4500,6.44,6490000
2018-06-03,Vivo V19 Neo,Bắc Ninh,1171,354,6309,32,8,256,4500,6.44,6490000
2018-06-04,Vivo V19 Neo,Bắc Ninh,816,574,3707,32,8,256,4500,6.44,6490000
2018-06-05,Vivo V19 Neo,Bắc Ninh,914,331,5693,32,8,256,4500,6.44,6490000
2018-06-06,Vivo V19 Neo,Bắc Ninh,1059,487,5777,32,8,256,4500,6.44,6490000
2018-06-07,Vivo V19 Neo,Bắc Ninh,1034,474,7580,32,8,256,4500,6.44,6490000
2018-06-08,Vivo V19 Neo,Bắc Ninh,848,554,8446,32,8,256,4500,6.44,6490000
2018-06-09,Vivo V19 Neo,Bắc Ninh,890,404,4170,32,8,256,4500,6.44,6490000
2018-06-10,Vivo V19 Neo,Bắc Ninh,376,638,8059,32,8,256,4500,6.44,6490000
2018-06-11,Vivo V19 Neo,Bắc Ninh,607,394,8979,32,8,256,4500,6.44,6490000
2018-06-12,Vivo V19 Neo,Bắc Ninh,631,513,8503,32,8,256,4500,6.44,6490000
2018-06-13,Vivo V19 Neo,Bắc Ninh,494,575,5024,32,8,256,4500,6.44,6490000
2018-06-14,Vivo V19 Neo,Bắc Ninh,1242,481,6725,32,8,256,4500,6.44,6490000
2018-06-15,Vivo V19 Neo,Bắc Ninh,392,472,4429,32,8,256,4500,6.44,6490000
2018-06-16,Vivo V19 Neo,Bắc Ninh,856,533,4445,32,8,256,4500,6.44,6490000
2018-06-17,Vivo V19 Neo,Bắc Ninh,605,636,7923,32,8,256,4500,6.44,6490000
2018-06-18,Vivo V19 Neo,Bắc Ninh,386,432,3170,32,8,256,4500,6.44,6490000
2018-06-19,Vivo V19 Neo,Bắc Ninh,693,399,6531,32,8,256,4500,6.44,6490000
2018-06-20,Vivo V19 Neo,Bắc Ninh,546,422,7649,32,8,256,4500,6.44,6490000
2018-06-21,Vivo V19 Neo,Bắc Ninh,1018,367,7856,32,8,256,4500,6.44,6490000
2018-06-22,Vivo V19 Neo,Bắc Ninh,778,314,5906,32,8,256,4500,6.44,6490000
2018-06-23,Vivo V19 Neo,Bắc Ninh,542,259,6656,32,8,256,4500,6.44,6490000
2018-06-24,Vivo V19 Neo,Bắc Ninh,1032,565,7778,32,8,256,4500,6.44,6490000
2018-06-25,Vivo V19 Neo,Bắc Ninh,791,484,3462,32,8,256,4500,6.44,6490000
2018-06-26,Vivo V19 Neo,Bắc Ninh,423,325,5503,32,8,256,4500,6.44,6490000
2018-06-27,Vivo V19 Neo,Bắc Ninh,377,630,4603,32,8,256,4500,6.44,6490000
2018-06-28,Vivo V19 Neo,Bắc Ninh,652,587,3511,32,8,256,4500,6.44,6490000
2018-06-29,Vivo V19 Neo,Bắc Ninh,1264,634,4026,32,8,256,4500,6.44,6490000
2018-06-30,Vivo V19 Neo,Bắc Ninh,574,637,5210,32,8,256,4500,6.44,6490000
2018-07-01,Vivo V19 Neo,Bắc Ninh,439,368,7267,32,8,256,4500,6.44,6490000
2018-07-02,Vivo V19 Neo,Bắc Ninh,670,438,3762,32,8,256,4500,6.44,6490000
2018-07-03,Vivo V19 Neo,Bắc Ninh,356,520,3824,32,8,256,4500,6.44,6490000
2018-07-04,Vivo V19 Neo,Bắc Ninh,609,363,8948,32,8,256,4500,6.44,6490000
2018-07-05,Vivo V19 Neo,Bắc Ninh,916,468,8275,32,8,256,4500,6.44,6490000
2018-07-06,Vivo V19 Neo,Bắc Ninh,581,546,5832,32,8,256,4500,6.44,6490000
2018-07-07,Vivo V19 Neo,Bắc Ninh,1068,555,7247,32,8,256,4500,6.44,6490000
2018-07-08,Vivo V19 Neo,Bắc Ninh,1222,430,6721,32,8,256,4500,6.44,6490000
2018-07-09,Vivo V19 Neo,Bắc Ninh,391,454,8210,32,8,256,4500,6.44,6490000
2018-07-10,Vivo V19 Neo,Bắc Ninh,891,307,7561,32,8,256,4500,6.44,6490000
2018-07-11,Vivo V19 Neo,Bắc Ninh,727,641,4322,32,8,256,4500,6.44,6490000
2018-07-12,Vivo V19 Neo,Bắc Ninh,648,345,3367,32,8,256,4500,6.44,6490000
2018-07-13,Vivo V19 Neo,Bắc Ninh,628,262,8849,32,8,256,4500,6.44,6490000
2018-07-14,Vivo V19 Neo,Bắc Ninh,560,384,4739,32,8,256,4500,6.44,6490000
2018-07-15,Vivo V19 Neo,Bắc Ninh,1169,367,6734,32,8,256,4500,6.44,6490000
2018-07-16,Vivo V19 Neo,Bắc Ninh,984,385,7177,32,8,256,4500,6.44,6490000
2018-07-17,Vivo V19 Neo,Bắc Ninh,563,458,8883,32,8,256,4500,6.44,6490000
2018-07-18,Vivo V19 Neo,Bắc Ninh,1065,594,4881,32,8,256,4500,6.44,6490000
2018-07-19,Vivo V19 Neo,Bắc Ninh,496,403,6043,32,8,256,4500,6.44,6490000
2018-07-20,Vivo V19 Neo,Bắc Ninh,486,406,3647,32,8,256,4500,6.44,6490000
2018-07-21,Vivo V19 Neo,Bắc Ninh,598,263,7026,32,8,256,4500,6.44,6490000
2018-07-22,Vivo V19 Neo,Bắc Ninh,1019,631,5915,32,8,256,4500,6.44,6490000
2018-07-23,Vivo V19 Neo,Bắc Ninh,855,410,6262,32,8,256,4500,6.44,6490000
2018-07-24,Vivo V19 Neo,Bắc Ninh,422,597,8992,32,8,256,4500,6.44,6490000
2018-07-25,Vivo V19 Neo,Bắc Ninh,470,613,4922,32,8,256,4500,6.44,6490000
2018-07-26,Vivo V19 Neo,Bắc Ninh,1286,348,7306,32,8,256,4500,6.44,6490000
2018-07-27,Vivo V19 Neo,Bắc Ninh,1286,576,4177,32,8,256,4500,6.44,6490000
2018-07-28,Vivo V19 Neo,Bắc Ninh,345,583,3169,32,8,256,4500,6.44,6490000
2018-07-29,Vivo V19 Neo,Bắc Ninh,1127,459,3401,32,8,256,4500,6.44,6490000
2018-07-30,Vivo V19 Neo,Bắc Ninh,1189,633,7708,32,8,256,4500,6.44,6490000
2018-07-31,Vivo V19 Neo,Bắc Ninh,782,352,8578,32,8,256,4500,6.44,6490000
2018-08-01,Vivo V19 Neo,Bắc Ninh,1262,322,5593,32,8,256,4500,6.44,6490000
2018-08-02,Vivo V19 Neo,Bắc Ninh,588,613,3514,32,8,256,4500,6.44,6490000
2018-08-03,Vivo V19 Neo,Bắc Ninh,972,341,4647,32,8,256,4500,6.44,6490000
2018-08-04,Vivo V19 Neo,Bắc Ninh,587,604,6287,32,8,256,4500,6.44,6490000
2018-08-05,Vivo V19 Neo,Bắc Ninh,1277,481,7191,32,8,256,4500,6.44,6490000
2018-08-06,Vivo V19 Neo,Bắc Ninh,722,615,5378,32,8,256,4500,6.44,6490000
2018-08-07,Vivo V19 Neo,Bắc Ninh,961,450,3131,32,8,256,4500,6.44,6490000
2018-08-08,Vivo V19 Neo,Bắc Ninh,408,460,6713,32,8,256,4500,6.44,6490000
2018-08-09,Vivo V19 Neo,Bắc Ninh,854,638,6915,32,8,256,4500,6.44,6490000
2018-08-10,Vivo V19 Neo,Bắc Ninh,540,590,4618,32,8,256,4500,6.44,6490000
2018-08-11,Vivo V19 Neo,Bắc Ninh,805,437,8476,32,8,256,4500,6.44,6490000
2018-08-12,Vivo V19 Neo,Bắc Ninh,688,600,5453,32,8,256,4500,6.44,6490000
2018-08-13,Vivo V19 Neo,Bắc Ninh,844,500,8166,32,8,256,4500,6.44,6490000
2018-08-14,Vivo V19 Neo,Bắc Ninh,300,486,6062,32,8,256,4500,6.44,6490000
2018-08-15,Vivo V19 Neo,Bắc Ninh,1297,529,6942,32,8,256,4500,6.44,6490000
2018-08-16,Vivo V19 Neo,Bắc Ninh,898,601,8904,32,8,256,4500,6.44,6490000
2018-08-17,Vivo V19 Neo,Bắc Ninh,448,480,3849,32,8,256,4500,6.44,6490000
2018-08-18,Vivo V19 Neo,Bắc Ninh,876,397,6774,32,8,256,4500,6.44,6490000
2018-08-19,Vivo V19 Neo,Bắc Ninh,1066,582,8922,32,8,256,4500,6.44,6490000
2018-08-20,Vivo V19 Neo,Bắc Ninh,839,509,6935,32,8,256,4500,6.44,6490000
2018-08-21,Vivo V19 Neo,Bắc Ninh,636,538,6408,32,8,256,4500,6.44,6490000
2018-08-22,Vivo V19 Neo,Bắc Ninh,814,285,5437,32,8,256,4500,6.44,6490000
2018-08-23,Vivo V19 Neo,Bắc Ninh,944,454,4766,32,8,256,4500,6.44,6490000
2018-08-24,Vivo V19 Neo,Bắc Ninh,566,387,8810,32,8,256,4500,6.44,6490000
2018-08-25,Vivo V19 Neo,Bắc Ninh,776,275,8741,32,8,256,4500,6.44,6490000
2018-08-26,Vivo V19 Neo,Bắc Ninh,701,404,5941,32,8,256,4500,6.44,6490000
2018-08-27,Vivo V19 Neo,Bắc Ninh,706,563,6735,32,8,256,4500,6.44,6490000
2018-08-28,Vivo V19 Neo,Bắc Ninh,1284,352,7447,32,8,256,4500,6.44,6490000
2018-08-29,Vivo V19 Neo,Bắc Ninh,1241,375,5502,32,8,256,4500,6.44,6490000
2018-08-30,Vivo V19 Neo,Bắc Ninh,356,567,7340,32,8,256,4500,6.44,6490000
2018-08-31,Vivo V19 Neo,Bắc Ninh,969,252,7428,32,8,256,4500,6.44,6490000
2018-09-01,Vivo V19 Neo,Bắc Ninh,1012,456,7676,32,8,256,4500,6.44,6490000
2018-09-02,Vivo V19 Neo,Bắc Ninh,747,371,6827,32,8,256,4500,6.44,6490000
2018-09-03,Vivo V19 Neo,Bắc Ninh,826,647,5908,32,8,256,4500,6.44,6490000
2018-09-04,Vivo V19 Neo,Bắc Ninh,397,318,7529,32,8,256,4500,6.44,6490000
2018-09-05,Vivo V19 Neo,Bắc Ninh,1063,649,5484,32,8,256,4500,6.44,6490000
2018-09-06,Vivo V19 Neo,Bắc Ninh,399,607,4439,32,8,256,4500,6.44,6490000
2018-09-07,Vivo V19 Neo,Bắc Ninh,1037,316,6179,32,8,256,4500,6.44,6490000
2018-09-08,Vivo V19 Neo,Bắc Ninh,1288,622,7581,32,8,256,4500,6.44,6490000
2018-09-09,Vivo V19 Neo,Bắc Ninh,381,414,4135,32,8,256,4500,6.44,6490000
2018-09-10,Vivo V19 Neo,Bắc Ninh,1130,500,8614,32,8,256,4500,6.44,6490000
2018-09-11,Vivo V19 Neo,Bắc Ninh,897,395,8761,32,8,256,4500,6.44,6490000
2018-09-12,Vivo V19 Neo,Bắc Ninh,449,608,7939,32,8,256,4500,6.44,6490000
2018-09-13,Vivo V19 Neo,Bắc Ninh,941,493,5464,32,8,256,4500,6.44,6490000
2018-09-14,Vivo V19 Neo,Bắc Ninh,506,293,8765,32,8,256,4500,6.44,6490000
2018-09-15,Vivo V19 Neo,Bắc Ninh,938,381,7472,32,8,256,4500,6.44,6490000
2018-09-16,Vivo V19 Neo,Bắc Ninh,361,435,6471,32,8,256,4500,6.44,6490000
2018-09-17,Vivo V19 Neo,Bắc Ninh,1224,457,6958,32,8,256,4500,6.44,6490000
2018-09-18,Vivo V19 Neo,Bắc Ninh,1190,359,7902,32,8,256,4500,6.44,6490000
2018-01-01,Vivo V19 Neo,Bắc Ninh,976,263,8831,32,8,256,4500,6.44,6490000
2018-01-02,Vivo V19 Neo,Bắc Ninh,621,616,3833,32,8,256,4500,6.44,6490000
2018-01-03,Vivo V19 Neo,Bắc Ninh,337,531,7460,32,8,256,4500,6.44,6490000
2018-01-04,Vivo V19 Neo,Bắc Ninh,885,358,3699,32,8,256,4500,6.44,6490000
2018-01-05,Vivo V19 Neo,Bắc Ninh,718,547,4095,32,8,256,4500,6.44,6490000
2018-01-06,Vivo V19 Neo,Bắc Ninh,324,441,4714,32,8,256,4500,6.44,6490000
2018-01-07,Vivo V19 Neo,Bắc Ninh,609,602,8738,32,8,256,4500,6.44,6490000
2018-01-08,Vivo V19 Neo,Bắc Ninh,669,574,3700,32,8,256,4500,6.44,6490000
2018-01-09,Vivo V19 Neo,Bắc Ninh,1112,645,7935,32,8,256,4500,6.44,6490000
2018-01-10,Vivo V19 Neo,Bắc Ninh,402,338,6846,32,8,256,4500,6.44,6490000
2018-01-11,Vivo V19 Neo,Bắc Ninh,588,378,6765,32,8,256,4500,6.44,6490000
2018-01-12,Vivo V19 Neo,Bắc Ninh,1146,483,3767,32,8,256,4500,6.44,6490000
2018-01-13,Vivo V19 Neo,Bắc Ninh,761,552,6522,32,8,256,4500,6.44,6490000
2018-01-14,Vivo V19 Neo,Bắc Ninh,658,543,8266,32,8,256,4500,6.44,6490000
2018-01-15,Vivo V19 Neo,Bắc Ninh,442,305,3019,32,8,256,4500,6.44,6490000
2018-01-16,Vivo V19 Neo,Bắc Ninh,590,525,8113,32,8,256,4500,6.44,6490000
2018-01-17,Vivo V19 Neo,Bắc Ninh,867,255,4651,32,8,256,4500,6.44,6490000
2018-01-18,Vivo V19 Neo,Bắc Ninh,1284,434,8134,32,8,256,4500,6.44,6490000
2018-01-19,Vivo V19 Neo,Bắc Ninh,1225,444,4925,32,8,256,4500,6.44,6490000
2018-01-20,Vivo V19 Neo,Bắc Ninh,916,529,4856,32,8,256,4500,6.44,6490000
2018-01-21,Vivo V19 Neo,Bắc Ninh,808,531,6386,32,8,256,4500,6.44,6490000
2018-01-22,Vivo V19 Neo,Bắc Ninh,477,375,3191,32,8,256,4500,6.44,6490000
2018-01-23,Vivo V19 Neo,Bắc Ninh,751,561,6301,32,8,256,4500,6.44,6490000
2018-01-24,Vivo V19 Neo,Bắc Ninh,763,640,8559,32,8,256,4500,6.44,6490000
2018-01-25,Vivo V19 Neo,Bắc Ninh,623,314,6482,32,8,256,4500,6.44,6490000
2018-01-26,Vivo V19 Neo,Bắc Ninh,503,511,5260,32,8,256,4500,6.44,6490000
2018-01-27,Vivo V19 Neo,Bắc Ninh,1056,271,4677,32,8,256,4500,6.44,6490000
2018-01-28,Vivo V19 Neo,Bắc Ninh,854,361,7834,32,8,256,4500,6.44,6490000
2018-01-29,Vivo V19 Neo,Bắc Ninh,1274,528,5955,32,8,256,4500,6.44,6490000
2018-01-30,Vivo V19 Neo,Bắc Ninh,303,471,7663,32,8,256,4500,6.44,6490000
2018-01-31,Vivo V19 Neo,Bắc Ninh,492,513,3630,32,8,256,4500,6.44,6490000
2018-02-01,Vivo V19 Neo,Bắc Ninh,780,445,3279,32,8,256,4500,6.44,6490000
2018-02-02,Vivo V19 Neo,Bắc Ninh,418,390,7860,32,8,256,4500,6.44,6490000
2018-02-03,Vivo V19 Neo,Bắc Ninh,667,605,3399,32,8,256,4500,6.44,6490000
2018-02-04,Vivo V19 Neo,Bắc Ninh,567,553,3392,32,8,256,4500,6.44,6490000
2018-02-05,Vivo V19 Neo,Bắc Ninh,1065,621,6793,32,8,256,4500,6.44,6490000
2018-02-06,Vivo V19 Neo,Bắc Ninh,1108,524,5777,32,8,256,4500,6.44,6490000
2018-02-07,Vivo V19 Neo,Bắc Ninh,356,597,7374,32,8,256,4500,6.44,6490000
2018-02-08,Vivo V19 Neo,Bắc Ninh,1240,490,7572,32,8,256,4500,6.44,6490000
2018-02-09,Vivo V19 Neo,Bắc Ninh,683,359,3056,32,8,256,4500,6.44,6490000
2018-02-10,Vivo V19 Neo,Bắc Ninh,730,253,6484,32,8,256,4500,6.44,6490000
2018-02-11,Vivo V19 Neo,Bắc Ninh,327,469,3527,32,8,256,4500,6.44,6490000
2018-02-12,Vivo V19 Neo,Bắc Ninh,908,262,6879,32,8,256,4500,6.44,6490000
2018-02-13,Vivo V19 Neo,Bắc Ninh,749,539,6429,32,8,256,4500,6.44,6490000
2018-02-14,Vivo V19 Neo,Bắc Ninh,576,319,4082,32,8,256,4500,6.44,6490000
2018-02-15,Vivo V19 Neo,Bắc Ninh,446,559,4821,32,8,256,4500,6.44,6490000
2018-02-16,Vivo V19 Neo,Bắc Ninh,834,524,3153,32,8,256,4500,6.44,6490000
2018-02-17,Vivo V19 Neo,Bắc Ninh,471,254,5215,32,8,256,4500,6.44,6490000
2018-02-18,Vivo V19 Neo,Bắc Ninh,1277,386,7549,32,8,256,4500,6.44,6490000
2018-02-19,Vivo V19 Neo,Bắc Ninh,736,627,8518,32,8,256,4500,6.44,6490000
2018-02-20,Vivo V19 Neo,Bắc Ninh,1170,293,3455,32,8,256,4500,6.44,6490000
2018-02-21,Vivo V19 Neo,Bắc Ninh,722,308,3972,32,8,256,4500,6.44,6490000
2018-02-22,Vivo V19 Neo,Bắc Ninh,1099,473,7288,32,8,256,4500,6.44,6490000
2018-02-23,Vivo V19 Neo,Bắc Ninh,1276,640,4959,32,8,256,4500,6.44,6490000
2018-02-24,Vivo V19 Neo,Bắc Ninh,643,314,8250,32,8,256,4500,6.44,6490000
2018-02-25,Vivo V19 Neo,Bắc Ninh,965,295,7612,32,8,256,4500,6.44,6490000
2018-02-26,Vivo V19 Neo,Bắc Ninh,560,643,8331,32,8,256,4500,6.44,6490000
2018-02-27,Vivo V19 Neo,Bắc Ninh,785,330,7393,32,8,256,4500,6.44,6490000
2018-02-28,Vivo V19 Neo,Bắc Ninh,840,603,3447,32,8,256,4500,6.44,6490000
2018-03-01,Vivo V19 Neo,Bắc Ninh,1297,374,8770,32,8,256,4500,6.44,6490000
2018-03-02,Vivo V19 Neo,Bắc Ninh,1089,509,6252,32,8,256,4500,6.44,6490000
2018-03-03,Vivo V19 Neo,Bắc Ninh,665,403,5068,32,8,256,4500,6.44,6490000
2018-03-04,Vivo V19 Neo,Bắc Ninh,717,446,6239,32,8,256,4500,6.44,6490000
2018-03-05,Vivo V19 Neo,Bắc Ninh,827,332,8418,32,8,256,4500,6.44,6490000
2018-03-06,Vivo V19 Neo,Bắc Ninh,374,580,3752,32,8,256,4500,6.44,6490000
2018-03-07,Vivo V19 Neo,Bắc Ninh,660,307,8221,32,8,256,4500,6.44,6490000
2018-03-08,Vivo V19 Neo,Bắc Ninh,477,374,4420,32,8,256,4500,6.44,6490000
2018-03-09,Vivo V19 Neo,Bắc Ninh,734,280,4077,32,8,256,4500,6.44,6490000
2018-03-10,Vivo V19 Neo,Bắc Ninh,611,252,5364,32,8,256,4500,6.44,6490000
2018-03-11,Vivo V19 Neo,Bắc Ninh,998,264,8696,32,8,256,4500,6.44,6490000
2018-03-12,Vivo V19 Neo,Bắc Ninh,308,469,7885,32,8,256,4500,6.44,6490000
2018-03-13,Vivo V19 Neo,Bắc Ninh,688,359,5353,32,8,256,4500,6.44,6490000
2018-03-14,Vivo V19 Neo,Bắc Ninh,701,537,4954,32,8,256,4500,6.44,6490000
2018-03-15,Vivo V19 Neo,Bắc Ninh,650,491,8271,32,8,256,4500,6.44,6490000
2018-03-16,Vivo V19 Neo,Bắc Ninh,301,426,6880,32,8,256,4500,6.44,6490000
2018-03-17,Vivo V19 Neo,Bắc Ninh,950,290,3030,32,8,256,4500,6.44,6490000
2018-03-18,Vivo V19 Neo,Bắc Ninh,402,648,5997,32,8,256,4500,6.44,6490000
2018-03-19,Vivo V19 Neo,Bắc Ninh,930,641,5007,32,8,256,4500,6.44,6490000
2018-03-20,Vivo V19 Neo,Bắc Ninh,598,630,5462,32,8,256,4500,6.44,6490000
2018-03-21,Vivo V19 Neo,Bắc Ninh,1295,421,7826,32,8,256,4500,6.44,6490000
2018-03-22,Vivo V19 Neo,Bắc Ninh,744,596,7251,32,8,256,4500,6.44,6490000
2018-03-23,Vivo V19 Neo,Bắc Ninh,896,441,3004,32,8,256,4500,6.44,6490000
2018-03-24,Vivo V19 Neo,Bắc Ninh,690,352,4487,32,8,256,4500,6.44,6490000
2018-03-25,Vivo V19 Neo,Bắc Ninh,323,562,3779,32,8,256,4500,6.44,6490000
2018-03-26,Vivo V19 Neo,Bắc Ninh,345,480,8141,32,8,256,4500,6.44,6490000
2018-03-27,Vivo V19 Neo,Bắc Ninh,453,354,7760,32,8,256,4500,6.44,6490000
2018-03-28,Vivo V19 Neo,Bắc Ninh,723,556,7334,32,8,256,4500,6.44,6490000
2018-09-19,Xiaomi Redmi Note 8,Bắc Ninh,475,264,8308,13,4,256,4000,6.3,3390000
2018-09-20,Xiaomi Redmi Note 8,Bắc Ninh,448,130,4545,13,4,256,4000,6.3,3390000
2018-09-21,Xiaomi Redmi Note 8,Bắc Ninh,595,204,2219,13,4,256,4000,6.3,3390000
2018-09-22,Xiaomi Redmi Note 8,Bắc Ninh,283,137,2313,13,4,256,4000,6.3,3390000
2018-09-23,Xiaomi Redmi Note 8,Bắc Ninh,135,159,5747,13,4,256,4000,6.3,3390000
2018-09-24,Xiaomi Redmi Note 8,Bắc Ninh,141,282,7573,13,4,256,4000,6.3,3390000
2018-09-25,Xiaomi Redmi Note 8,Bắc Ninh,548,267,7601,13,4,256,4000,6.3,3390000
